judul,category_1,category_2,the_category
Peran Pariwisata dalam Meningkatkan Kesadaran Sosial dan Kemanusiaan di Komunitas Lokal,Sosial dan Kemanusiaan,Pariwisata,Sosial dan Kemanusiaan & Pariwisata
Dampak Pariwisata terhadap Kebudayaan dan Kehidupan Sosial Masyarakat Lokal di Destinasi Wisata,Sosial dan Kemanusiaan,Pariwisata,Sosial dan Kemanusiaan & Pariwisata
Pengelolaan Pariwisata yang Berkelanjutan untuk Mempromosikan Kesejahteraan Sosial dan Kemanusiaan di Destinasi Wisata,Sosial dan Kemanusiaan,Pariwisata,Sosial dan Kemanusiaan & Pariwisata
Dukungan dan Partisipasi Masyarakat dalam Kegiatan Sosial dan Kemanusiaan di Destinasi Pariwisata,Sosial dan Kemanusiaan,Pariwisata,Sosial dan Kemanusiaan & Pariwisata
Responsibilitas Sosial Perusahaan Pariwisata dalam Meningkatkan Kemanusiaan dan Kesejahteraan Masyarakat Lokal,Sosial dan Kemanusiaan,Pariwisata,Sosial dan Kemanusiaan & Pariwisata
Persepsi Masyarakat tentang Isu-Isu Sosial dan Kemanusiaan di Lingkungan Mereka,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan & Sosial dan Kemanusiaan
Pengetahuan dan Kesadaran Masyarakat tentang Hak Asasi Manusia,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan & Sosial dan Kemanusiaan
Persepsi Masyarakat tentang Keadilan Sosial dan Kesetaraan dalam Masyarakat,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan & Sosial dan Kemanusiaan
Partisipasi dan Kontribusi Masyarakat dalam Kegiatan Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan & Sosial dan Kemanusiaan
Pengaruh Faktor Sosial terhadap Kesejahteraan dan Kehidupan Masyarakat,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan & Sosial dan Kemanusiaan
Dampak Program Sosial dan Kemanusiaan terhadap Peningkatan Kualitas Hidup Masyarakat,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan & Sosial dan Kemanusiaan
Persepsi Masyarakat tentang Peran dan Tanggung Jawab Pemerintah dalam Memperjuangkan Kesejahteraan Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Sosial dan Kemanusiaan & Sosial dan Kemanusiaan
Kesadaran Masyarakat tentang Isu Lingkungan dan Konservasi di Daerah Tempat Tinggal Mereka,Sosial dan Kemanusiaan,Lingkungan dan Konservasi,Sosial dan Kemanusiaan & Lingkungan dan Konservasi
Persepsi Masyarakat tentang Pentingnya Konservasi Alam dalam Upaya Menjaga Keseimbangan Ekosistem,Sosial dan Kemanusiaan,Lingkungan dan Konservasi,Sosial dan Kemanusiaan & Lingkungan dan Konservasi
Partisipasi Masyarakat dalam Upaya Konservasi Lingkungan dan Perlindungan Satwa Liar,Sosial dan Kemanusiaan,Lingkungan dan Konservasi,Sosial dan Kemanusiaan & Lingkungan dan Konservasi
Pengetahuan Masyarakat tentang Perubahan Iklim dan Dampaknya terhadap Kehidupan Manusia dan Lingkungan,Sosial dan Kemanusiaan,Lingkungan dan Konservasi,Sosial dan Kemanusiaan & Lingkungan dan Konservasi
Dukungan dan Kontribusi Masyarakat dalam Program Konservasi dan Pengelolaan Sumber Daya Alam,Sosial dan Kemanusiaan,Lingkungan dan Konservasi,Sosial dan Kemanusiaan & Lingkungan dan Konservasi
Tanggapan Masyarakat terhadap Kebijakan dan Tindakan Pemerintah dalam Menangani Isu Lingkungan dan Konservasi,Sosial dan Kemanusiaan,Lingkungan dan Konservasi,Sosial dan Kemanusiaan & Lingkungan dan Konservasi
Persepsi Masyarakat tentang Tanggung Jawab Individu dalam Menjaga Lingkungan dan Konservasi untuk Generasi Mendatang,Sosial dan Kemanusiaan,Lingkungan dan Konservasi,Sosial dan Kemanusiaan & Lingkungan dan Konservasi
Persepsi Masyarakat tentang Dampak Teknologi Informasi dan Komunikasi dalam Kehidupan Sosial,Sosial dan Kemanusiaan,Teknologi Informasi dan Komunikasi,Sosial dan Kemanusiaan & Teknologi Informasi dan Komunikasi
Penggunaan Teknologi Informasi dan Komunikasi dalam Pemberdayaan Masyarakat,Sosial dan Kemanusiaan,Teknologi Informasi dan Komunikasi,Sosial dan Kemanusiaan & Teknologi Informasi dan Komunikasi
Peran Teknologi Informasi dan Komunikasi dalam Meningkatkan Aksesibilitas Informasi bagi Masyarakat,Sosial dan Kemanusiaan,Teknologi Informasi dan Komunikasi,Sosial dan Kemanusiaan & Teknologi Informasi dan Komunikasi
Pengaruh Teknologi Informasi dan Komunikasi terhadap Hubungan Sosial dan Interaksi Manusia,Sosial dan Kemanusiaan,Teknologi Informasi dan Komunikasi,Sosial dan Kemanusiaan & Teknologi Informasi dan Komunikasi
Dampak Teknologi Informasi dan Komunikasi terhadap Kemanusiaan dan Kesejahteraan Masyarakat,Sosial dan Kemanusiaan,Teknologi Informasi dan Komunikasi,Sosial dan Kemanusiaan & Teknologi Informasi dan Komunikasi
Keamanan dan Privasi dalam Penggunaan Teknologi Informasi dan Komunikasi oleh Masyarakat,Sosial dan Kemanusiaan,Teknologi Informasi dan Komunikasi,Sosial dan Kemanusiaan & Teknologi Informasi dan Komunikasi
Penerimaan dan Penggunaan Teknologi Informasi dan Komunikasi oleh Berbagai Kelompok Masyarakat,Sosial dan Kemanusiaan,Teknologi Informasi dan Komunikasi,Sosial dan Kemanusiaan & Teknologi Informasi dan Komunikasi
Persepsi Masyarakat tentang Peran Olahraga dalam Pembentukan Karakter dan Nilai Kemanusiaan,Sosial dan Kemanusiaan,Olahraga dan Rekreasi,Sosial dan Kemanusiaan & Olahraga dan Rekreasi
Dampak Olahraga dalam Meningkatkan Kesejahteraan Sosial dan Kemanusiaan di Komunitas,Sosial dan Kemanusiaan,Olahraga dan Rekreasi,Sosial dan Kemanusiaan & Olahraga dan Rekreasi
Kontribusi Olahraga dalam Mempromosikan Inklusi Sosial dan Kreativitas dalam Masyarakat,Sosial dan Kemanusiaan,Olahraga dan Rekreasi,Sosial dan Kemanusiaan & Olahraga dan Rekreasi
Pengaruh Olahraga dan Kreasi dalam Mendorong Kolaborasi dan Harmoni Sosial di Lingkungan Masyarakat,Sosial dan Kemanusiaan,Olahraga dan Rekreasi,Sosial dan Kemanusiaan & Olahraga dan Rekreasi
Persepsi Masyarakat tentang Peran Seni dan Budaya dalam Mempromosikan Kemanusiaan dan Kesejahteraan Sosial,Sosial dan Kemanusiaan,Seni dan Budaya,Sosial dan Kemanusiaan & Seni dan Budaya
Dampak Seni dan Budaya dalam Meningkatkan Kesadaran dan Pemahaman terhadap Masalah Sosial,Sosial dan Kemanusiaan,Seni dan Budaya,Sosial dan Kemanusiaan & Seni dan Budaya
Kontribusi Seni dan Budaya dalam Mempertahankan Identitas dan Warisan Budaya Masyarakat,Sosial dan Kemanusiaan,Seni dan Budaya,Sosial dan Kemanusiaan & Seni dan Budaya
"Pengaruh Seni dan Budaya dalam Mendorong Toleransi, Keragaman, dan Inklusi Sosial di Komunitas",Sosial dan Kemanusiaan,Seni dan Budaya,Sosial dan Kemanusiaan & Seni dan Budaya
Persepsi Masyarakat tentang Peran Agama dan Kepercayaan dalam Membangun Solidaritas Sosial,Sosial dan Kemanusiaan,Agama dan Kepercayaan,Sosial dan Kemanusiaan & Agama dan Kepercayaan
Dampak Agama dan Kepercayaan terhadap Nilai-Nilai Kemanusiaan dan Etika Sosial,Sosial dan Kemanusiaan,Agama dan Kepercayaan,Sosial dan Kemanusiaan & Agama dan Kepercayaan
Toleransi dan Dialog Antaragama dalam Masyarakat Multikultural,Sosial dan Kemanusiaan,Agama dan Kepercayaan,Sosial dan Kemanusiaan & Agama dan Kepercayaan
Pengaruh Agama dan Kepercayaan terhadap Pemberdayaan Sosial dan Kesejahteraan Masyarakat,Sosial dan Kemanusiaan,Agama dan Kepercayaan,Sosial dan Kemanusiaan & Agama dan Kepercayaan
Peran Agama dan Kepercayaan dalam Penanganan Krisis dan Bencana Sosial,Sosial dan Kemanusiaan,Agama dan Kepercayaan,Sosial dan Kemanusiaan & Agama dan Kepercayaan
Konflik Agama dan Upaya Versi Perdamaian dalam Masyarakat,Sosial dan Kemanusiaan,Agama dan Kepercayaan,Sosial dan Kemanusiaan & Agama dan Kepercayaan
Relevansi Agama dan Kepercayaan dalam Membangun Hubungan Harmonis dan Kehidupan Bersama di Komunitas,Sosial dan Kemanusiaan,Agama dan Kepercayaan,Sosial dan Kemanusiaan & Agama dan Kepercayaan
Persepsi Masyarakat tentang Tanggung Jawab Sosial dan Etika Bisnis dalam Industri,Sosial dan Kemanusiaan,Bisnis dan Industri,Sosial dan Kemanusiaan & Bisnis dan Industri
Dampak Bisnis dan Industri terhadap Kesejahteraan Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Bisnis dan Industri,Sosial dan Kemanusiaan & Bisnis dan Industri
Kontribusi Bisnis dan Industri dalam Pemberdayaan Masyarakat dan Pengentasan Kemiskinan,Sosial dan Kemanusiaan,Bisnis dan Industri,Sosial dan Kemanusiaan & Bisnis dan Industri
Pengaruh Globalisasi dan Industrialisasi terhadap Aspek Sosial dan Kemanusiaan dalam Konteks Bisnis,Sosial dan Kemanusiaan,Bisnis dan Industri,Sosial dan Kemanusiaan & Bisnis dan Industri
Persepsi Masyarakat tentang Demokrasi dan Partisipasi Politik dalam Mewujudkan Kesejahteraan Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Politik dan Pemerintahan,Sosial dan Kemanusiaan & Politik dan Pemerintahan
Persepsi Masyarakat tentang Demokrasi dan Partisipasi Politik dalam Mewujudkan Kesejahteraan Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Politik dan Pemerintahan,Sosial dan Kemanusiaan & Politik dan Pemerintahan
Tanggapan Masyarakat terhadap Respons Pemerintah terhadap Krisis Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Politik dan Pemerintahan,Sosial dan Kemanusiaan & Politik dan Pemerintahan
Persepsi Masyarakat tentang Etika dan Integritas dalam Politik dan Pemerintahan,Sosial dan Kemanusiaan,Politik dan Pemerintahan,Sosial dan Kemanusiaan & Politik dan Pemerintahan
Kontribusi Organisasi Sipil dalam Mempengaruhi Kebijakan Pemerintah untuk Meningkatkan Kesejahteraan Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Politik dan Pemerintahan,Sosial dan Kemanusiaan & Politik dan Pemerintahan
Persepsi Masyarakat tentang Aksesibilitas Transportasi dan Dampaknya terhadap Kesejahteraan Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Transportasi dan Logistik,Sosial dan Kemanusiaan & Transportasi dan Logistik
Kontribusi Transportasi dan Logistik dalam Membangun Hubungan Sosial dan Kemanusiaan di Komunitas,Sosial dan Kemanusiaan,Transportasi dan Logistik,Sosial dan Kemanusiaan & Transportasi dan Logistik
Dampak Transportasi dan Logistik terhadap Ketersediaan dan Distribusi Barang Penting bagi Kesejahteraan Masyarakat,Sosial dan Kemanusiaan,Transportasi dan Logistik,Sosial dan Kemanusiaan & Transportasi dan Logistik
Tantangan dan Solusi dalam Meningkatkan Keadilan Sosial dan Aksesibilitas Transportasi di Daerah Terpencil,Sosial dan Kemanusiaan,Transportasi dan Logistik,Sosial dan Kemanusiaan & Transportasi dan Logistik
Responsibilitas Sosial Perusahaan Transportasi dan Logistik dalam Menghadapi Isu Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Transportasi dan Logistik,Sosial dan Kemanusiaan & Transportasi dan Logistik
Persepsi Masyarakat tentang Keberlanjutan dalam Transportasi dan Logistik untuk Mendukung Kesejahteraan Sosial,Sosial dan Kemanusiaan,Transportasi dan Logistik,Sosial dan Kemanusiaan & Transportasi dan Logistik
Peran Transportasi dan Logistik dalam Bantuan Kemanusiaan dan Penanganan Krisis Darurat,Sosial dan Kemanusiaan,Transportasi dan Logistik,Sosial dan Kemanusiaan & Transportasi dan Logistik
Persepsi Masyarakat tentang Dampak Kegiatan Perikanan dan Pertanian terhadap Kesejahteraan Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Pertanian dan Perikanan,Sosial dan Kemanusiaan & Pertanian dan Perikanan
Kontribusi Perikanan dan Pertanian dalam Pemberdayaan Sosial dan Ekonomi Masyarakat Lokal,Sosial dan Kemanusiaan,Pertanian dan Perikanan,Sosial dan Kemanusiaan & Pertanian dan Perikanan
Dampak Praktik Perikanan dan Pertanian Berkelanjutan terhadap Lingkungan dan Kesejahteraan Masyarakat,Sosial dan Kemanusiaan,Pertanian dan Perikanan,Sosial dan Kemanusiaan & Pertanian dan Perikanan
Persepsi Masyarakat tentang Ketimpangan Sosial dan Ekonomi dalam Sektor Perikanan dan Pertanian,Sosial dan Kemanusiaan,Pertanian dan Perikanan,Sosial dan Kemanusiaan & Pertanian dan Perikanan
Partisipasi Masyarakat dalam Keberlanjutan Perikanan dan Pertanian untuk Menjamin Kemanusiaan dan Ketahanan Pangan,Sosial dan Kemanusiaan,Pertanian dan Perikanan,Sosial dan Kemanusiaan & Pertanian dan Perikanan
Kesadaran Masyarakat tentang Hubungan Antara Lingkungan dan Kesehatan Manusia,Lingkungan dan Konservasi,Kesehatan,Lingkungan dan Konservasi & Kesehatan
Dampak Perubahan Lingkungan terhadap Kesehatan Masyarakat,Lingkungan dan Konservasi,Kesehatan,Lingkungan dan Konservasi & Kesehatan
Persepsi Masyarakat tentang Upaya Konservasi Lingkungan untuk Meningkatkan Kesehatan dan Kesejahteraan,Lingkungan dan Konservasi,Kesehatan,Lingkungan dan Konservasi & Kesehatan
Kontribusi Kesehatan Manusia dalam Pelestarian Lingkungan dan Konservasi Alam,Lingkungan dan Konservasi,Kesehatan,Lingkungan dan Konservasi & Kesehatan
Persepsi Masyarakat tentang Pentingnya Pendidikan Lingkungan dalam Membangun Kesadaran dan Tanggung Jawab terhadap Konservasi Alam,Lingkungan dan Konservasi,Pendidikan,Lingkungan dan Konservasi & Pendidikan
Dampak Program Pendidikan Lingkungan terhadap Perilaku Konservasi dan Pengelolaan Lingkungan Masyarakat,Lingkungan dan Konservasi,Pendidikan,Lingkungan dan Konservasi & Pendidikan
Efektivitas Pendekatan Pendidikan dalam Mengajarkan Nilai-Nilai Konservasi dan Keberlanjutan kepada Generasi Muda,Lingkungan dan Konservasi,Pendidikan,Lingkungan dan Konservasi & Pendidikan
Peran Sekolah dalam Mendorong Pendidikan Lingkungan dan Kesadaran Konservasi di Komunitas,Lingkungan dan Konservasi,Pendidikan,Lingkungan dan Konservasi & Pendidikan
Persepsi Masyarakat tentang Integrasi Materi Lingkungan dalam Kurikulum Pendidikan Formal,Lingkungan dan Konservasi,Pendidikan,Lingkungan dan Konservasi & Pendidikan
Kontribusi Pendidikan Non-Formal dalam Mempromosikan Pemahaman dan Keterampilan Konservasi Lingkungan,Lingkungan dan Konservasi,Pendidikan,Lingkungan dan Konservasi & Pendidikan
Evaluasi Program Pendidikan Lingkungan untuk Meningkatkan Kesadaran dan Aksi Konservasi Masyarakat,Lingkungan dan Konservasi,Pendidikan,Lingkungan dan Konservasi & Pendidikan
Persepsi Masyarakat tentang Peran Hukum dalam Perlindungan Lingkungan dan Konservasi Alam,Lingkungan dan Konservasi,Hukum,Lingkungan dan Konservasi & Hukum
Efektivitas Regulasi Hukum dalam Mendukung Konservasi Lingkungan dan Sumber Daya Alam,Lingkungan dan Konservasi,Hukum,Lingkungan dan Konservasi & Hukum
Penegakan Hukum terhadap Pelanggaran Lingkungan dan Upaya Konservasi,Lingkungan dan Konservasi,Hukum,Lingkungan dan Konservasi & Hukum
Persepsi Masyarakat tentang Tanggapan Hukum terhadap Perubahan Iklim dan Krisis Lingkungan,Lingkungan dan Konservasi,Hukum,Lingkungan dan Konservasi & Hukum
Dampak Hukum Lingkungan dalam Mendorong Praktik Konservasi di Sektor Bisnis dan Industri,Lingkungan dan Konservasi,Hukum,Lingkungan dan Konservasi & Hukum
Peran Hukum Internasional dalam Mendukung Konservasi Alam dan Perlindungan Spesies Terancam Punah,Lingkungan dan Konservasi,Hukum,Lingkungan dan Konservasi & Hukum
Persepsi Masyarakat tentang Investasi Berkelanjutan dan Dampaknya terhadap Lingkungan dan Konservasi,Lingkungan dan Konservasi,Keuangan,Lingkungan dan Konservasi & Keuangan
Kontribusi Sektor Keuangan dalam Mendukung Proyek Konservasi Lingkungan dan Berkelanjutan,Lingkungan dan Konservasi,Keuangan,Lingkungan dan Konservasi & Keuangan
Dampak Praktik Keuangan dan Investasi terhadap Perlindungan Lingkungan dan Konservasi Sumber Daya Alam,Lingkungan dan Konservasi,Keuangan,Lingkungan dan Konservasi & Keuangan
Persepsi Masyarakat tentang Tanggung Jawab Keuangan dan Etika dalam Lingkungan dan Konservasi,Lingkungan dan Konservasi,Keuangan,Lingkungan dan Konservasi & Keuangan
Pengaruh Faktor Keuangan dalam Pengambilan Keputusan Lingkungan dan Konservasi di Perusahaan dan Individu,Lingkungan dan Konservasi,Keuangan,Lingkungan dan Konservasi & Keuangan
Inisiatif Keuangan Hijau dan Pengembangan Ekonomi Berkelanjutan untuk Mendukung Konservasi Lingkungan,Lingkungan dan Konservasi,Keuangan,Lingkungan dan Konservasi & Keuangan
Persepsi Masyarakat tentang Dampak Pariwisata terhadap Lingkungan dan Upaya Konservasi,Lingkungan dan Konservasi,Pariwisata,Lingkungan dan Konservasi & Pariwisata
Kontribusi Pariwisata Berkelanjutan dalam Mempertahankan Konservasi Lingkungan,Lingkungan dan Konservasi,Pariwisata,Lingkungan dan Konservasi & Pariwisata
Persepsi Masyarakat tentang Tanggapan Industri Pariwisata terhadap Isu Lingkungan dan Konservasi,Lingkungan dan Konservasi,Pariwisata,Lingkungan dan Konservasi & Pariwisata
Kesadaran Wisatawan tentang Pentingnya Praktik Berkelanjutan dalam Pariwisata untuk Konservasi Lingkungan,Lingkungan dan Konservasi,Pariwisata,Lingkungan dan Konservasi & Pariwisata
Dampak Pariwisata Terhadap Keanekaragaman Hayati dan Upaya Konservasi di Destinasi Pariwisata,Lingkungan dan Konservasi,Pariwisata,Lingkungan dan Konservasi & Pariwisata
Persepsi Masyarakat tentang Partisipasi Lokal dalam Konservasi Lingkungan di Destinasi Pariwisata,Lingkungan dan Konservasi,Pariwisata,Lingkungan dan Konservasi & Pariwisata
Kontribusi Pariwisata Edukatif dalam Peningkatan Kesadaran Lingkungan dan Konservasi,Lingkungan dan Konservasi,Pariwisata,Lingkungan dan Konservasi & Pariwisata
Persepsi Masyarakat tentang Hubungan Antara Lingkungan dan Kesejahteraan Sosial dalam Konteks Konservasi,Lingkungan dan Konservasi,Sosial dan Kemanusiaan,Lingkungan dan Konservasi & Sosial dan Kemanusiaan
Kontribusi Konservasi Lingkungan dalam Meningkatkan Kesejahteraan Sosial dan Kemanusiaan di Komunitas,Lingkungan dan Konservasi,Sosial dan Kemanusiaan,Lingkungan dan Konservasi & Sosial dan Kemanusiaan
Dampak Program Konservasi Lingkungan terhadap Pemberdayaan Sosial dan Kemanusiaan,Lingkungan dan Konservasi,Sosial dan Kemanusiaan,Lingkungan dan Konservasi & Sosial dan Kemanusiaan
Persepsi Masyarakat tentang Tanggung Jawab Sosial dan Etika dalam Kegiatan Konservasi Lingkungan,Lingkungan dan Konservasi,Sosial dan Kemanusiaan,Lingkungan dan Konservasi & Sosial dan Kemanusiaan
Kesadaran dan Persepsi Masyarakat tentang Isu Lingkungan dan Konservasi,Lingkungan dan Konservasi,Lingkungan dan Konservasi,Lingkungan dan Konservasi & Lingkungan dan Konservasi
Kontribusi Masyarakat dalam Upaya Konservasi Lingkungan,Lingkungan dan Konservasi,Lingkungan dan Konservasi,Lingkungan dan Konservasi & Lingkungan dan Konservasi
Dampak Kegiatan Manusia terhadap Lingkungan dan Perlunya Konservasi,Lingkungan dan Konservasi,Lingkungan dan Konservasi,Lingkungan dan Konservasi & Lingkungan dan Konservasi
Partisipasi Masyarakat dalam Program Konservasi Lingkungan,Lingkungan dan Konservasi,Lingkungan dan Konservasi,Lingkungan dan Konservasi & Lingkungan dan Konservasi
Persepsi Masyarakat tentang Peran Teknologi Informasi dan Komunikasi dalam Pengelolaan Lingkungan dan Konservasi,Lingkungan dan Konservasi,Teknologi Informasi dan Komunikasi,Lingkungan dan Konservasi & Teknologi Informasi dan Komunikasi
Penggunaan Teknologi Informasi dan Komunikasi dalam Mempromosikan Kesadaran Lingkungan dan Praktik Konservasi,Lingkungan dan Konservasi,Teknologi Informasi dan Komunikasi,Lingkungan dan Konservasi & Teknologi Informasi dan Komunikasi
Dampak Teknologi Informasi dan Komunikasi terhadap Efisiensi Pengelolaan Sumber Daya Alam dan Konservasi Lingkungan,Lingkungan dan Konservasi,Teknologi Informasi dan Komunikasi,Lingkungan dan Konservasi & Teknologi Informasi dan Komunikasi
Persepsi Masyarakat tentang Tantangan dan Peluang Penggunaan Teknologi Informasi dan Komunikasi dalam Konservasi Lingkungan,Lingkungan dan Konservasi,Teknologi Informasi dan Komunikasi,Lingkungan dan Konservasi & Teknologi Informasi dan Komunikasi
Kontribusi Inovasi Teknologi Informasi dan Komunikasi dalam Mendukung Pemantauan dan Perlindungan Lingkungan,Lingkungan dan Konservasi,Teknologi Informasi dan Komunikasi,Lingkungan dan Konservasi & Teknologi Informasi dan Komunikasi
Pengaruh Teknologi Informasi dan Komunikasi dalam Meningkatkan Partisipasi Masyarakat dalam Kegiatan Konservasi Lingkungan,Lingkungan dan Konservasi,Teknologi Informasi dan Komunikasi,Lingkungan dan Konservasi & Teknologi Informasi dan Komunikasi
Penerimaan dan Penggunaan Aplikasi dan Platform Teknologi Informasi dan Komunikasi untuk Tujuan Konservasi Lingkungan,Lingkungan dan Konservasi,Teknologi Informasi dan Komunikasi,Lingkungan dan Konservasi & Teknologi Informasi dan Komunikasi
